,ano,cnae_secao,Estado,ativo_problematico_deflacionado
251,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",AMAPÁ,380621.52731301077
252,2015,PJ - Alojamento e alimentação,AMAPÁ,9851734.551313667
253,2015,"PJ - Artes, cultura, esporte e recreação",AMAPÁ,2312494.1070997277
254,2015,PJ - Atividades administrativas e serviços complementares,AMAPÁ,9564943.412107315
255,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",AMAPÁ,727842.4393294596
256,2015,PJ - Atividades imobiliárias,AMAPÁ,3298363.300544329
257,2015,"PJ - Atividades profissionais, científicas e técnicas",AMAPÁ,7803709.379213765
258,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,AMAPÁ,153926628.21787992
259,2015,PJ - Construção,AMAPÁ,40262566.73264251
260,2015,PJ - Educação,AMAPÁ,8232965.2938672025
261,2015,PJ - Eletricidade e gás,AMAPÁ,0.0
262,2015,PJ - Indústrias de transformação,AMAPÁ,16764888.891078314
263,2015,PJ - Indústrias extrativas,AMAPÁ,32327788.070955206
264,2015,PJ - Informação e comunicação,AMAPÁ,880772.6391635918
265,2015,PJ - Outras atividades de serviços,AMAPÁ,1711048.6010248628
266,2015,PJ - Saúde humana e serviços sociais,AMAPÁ,1173496.1150593124
267,2015,"PJ - Transporte, armazenagem e correio",AMAPÁ,36476534.78025121
268,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",AMAPÁ,110960.719322218
269,2015,"PJ - Administração pública, defesa e seguridade social",BAHIA,6421964.299371876
270,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",BAHIA,151006315.77551603
271,2015,PJ - Alojamento e alimentação,BAHIA,161021270.96918067
272,2015,"PJ - Artes, cultura, esporte e recreação",BAHIA,37913036.268743925
273,2015,PJ - Atividades administrativas e serviços complementares,BAHIA,269711047.2583303
274,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",BAHIA,66817937.63820408
275,2015,PJ - Atividades imobiliárias,BAHIA,66389765.42153092
276,2015,"PJ - Atividades profissionais, científicas e técnicas",BAHIA,219091287.7116742
277,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,BAHIA,2038734354.651032
278,2015,PJ - Construção,BAHIA,904408273.7449895
279,2015,PJ - Educação,BAHIA,42620197.66273388
280,2015,PJ - Eletricidade e gás,BAHIA,283273674.78007394
281,2015,PJ - Indústrias de transformação,BAHIA,473292790.47806615
282,2015,PJ - Indústrias extrativas,BAHIA,90779873.89195748
283,2015,PJ - Informação e comunicação,BAHIA,32390653.26991586
284,2015,PJ - Outras atividades de serviços,BAHIA,40810186.60030277
285,2015,PJ - Saúde humana e serviços sociais,BAHIA,131847682.47422445
286,2015,PJ - Serviços domésticos,BAHIA,1486.5087013345287
287,2015,"PJ - Transporte, armazenagem e correio",BAHIA,496774322.1478154
288,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",BAHIA,20966897.55892479
289,2015,"PJ - Administração pública, defesa e seguridade social",CEARÁ,969328.1842008344
290,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",CEARÁ,46209308.705210865
291,2015,PJ - Alojamento e alimentação,CEARÁ,81448904.10775888
292,2015,"PJ - Artes, cultura, esporte e recreação",CEARÁ,13541466.659436705
293,2015,PJ - Atividades administrativas e serviços complementares,CEARÁ,157473058.92895377
294,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",CEARÁ,24668394.76995379
295,2015,PJ - Atividades imobiliárias,CEARÁ,51167964.82937498
296,2015,"PJ - Atividades profissionais, científicas e técnicas",CEARÁ,58829121.85450033
297,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,CEARÁ,978800077.0128106
298,2015,PJ - Construção,CEARÁ,234585218.83907443
299,2015,PJ - Educação,CEARÁ,16343031.665332941
300,2015,PJ - Eletricidade e gás,CEARÁ,627971585.4172025
301,2015,PJ - Indústrias de transformação,CEARÁ,601302093.2590305
302,2015,PJ - Indústrias extrativas,CEARÁ,5776090.221903342
303,2015,PJ - Informação e comunicação,CEARÁ,19590675.163966518
304,2015,PJ - Outras atividades de serviços,CEARÁ,24013040.942424394
305,2015,PJ - Saúde humana e serviços sociais,CEARÁ,7864592.465577606
306,2015,"PJ - Transporte, armazenagem e correio",CEARÁ,232899843.6169604
307,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",CEARÁ,3346631.139696541
308,2015,"PJ - Administração pública, defesa e seguridade social",DISTRITO FEDERAL,159096337.9920847
309,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",DISTRITO FEDERAL,2528871.7954226006
310,2015,PJ - Alojamento e alimentação,DISTRITO FEDERAL,100557108.23363978
311,2015,"PJ - Artes, cultura, esporte e recreação",DISTRITO FEDERAL,15539404.27980275
312,2015,PJ - Atividades administrativas e serviços complementares,DISTRITO FEDERAL,145071180.12571314
313,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",DISTRITO FEDERAL,15468678.770209836
314,2015,PJ - Atividades imobiliárias,DISTRITO FEDERAL,71187876.22990982
315,2015,"PJ - Atividades profissionais, científicas e técnicas",DISTRITO FEDERAL,68547538.92603694
316,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,DISTRITO FEDERAL,765922670.8150814
317,2015,PJ - Construção,DISTRITO FEDERAL,503822438.92132074
318,2015,PJ - Educação,DISTRITO FEDERAL,25317157.331981275
319,2015,PJ - Eletricidade e gás,DISTRITO FEDERAL,22338.549455498465
320,2015,PJ - Indústrias de transformação,DISTRITO FEDERAL,114062975.06838356
321,2015,PJ - Indústrias extrativas,DISTRITO FEDERAL,0.0
322,2015,PJ - Informação e comunicação,DISTRITO FEDERAL,77425598.3180382
323,2015,PJ - Organismos internacionais e outras instituições extraterritoriais,DISTRITO FEDERAL,0.0
324,2015,PJ - Outras atividades de serviços,DISTRITO FEDERAL,31060468.329141006
325,2015,PJ - Saúde humana e serviços sociais,DISTRITO FEDERAL,26289364.64009604
326,2015,PJ - Serviços domésticos,DISTRITO FEDERAL,0.0
327,2015,"PJ - Transporte, armazenagem e correio",DISTRITO FEDERAL,135769886.82339168
328,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",DISTRITO FEDERAL,3174594.8906303663
329,2015,"PJ - Administração pública, defesa e seguridade social",ESPÍRITO SANTO,0.0
330,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",ESPÍRITO SANTO,24396824.565790888
331,2015,PJ - Alojamento e alimentação,ESPÍRITO SANTO,59775593.049841374
332,2015,"PJ - Artes, cultura, esporte e recreação",ESPÍRITO SANTO,9379762.441388842
333,2015,PJ - Atividades administrativas e serviços complementares,ESPÍRITO SANTO,146587813.74282372
334,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",ESPÍRITO SANTO,5771070.2690384155
335,2015,PJ - Atividades imobiliárias,ESPÍRITO SANTO,39073689.72235198
336,2015,"PJ - Atividades profissionais, científicas e técnicas",ESPÍRITO SANTO,50523689.10995051
337,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,ESPÍRITO SANTO,1451323498.2003775
338,2015,PJ - Construção,ESPÍRITO SANTO,156883646.69949412
339,2015,PJ - Educação,ESPÍRITO SANTO,27041320.706973
340,2015,PJ - Eletricidade e gás,ESPÍRITO SANTO,0.0
341,2015,PJ - Indústrias de transformação,ESPÍRITO SANTO,406395532.91862565
342,2015,PJ - Indústrias extrativas,ESPÍRITO SANTO,16031443.555545881
343,2015,PJ - Informação e comunicação,ESPÍRITO SANTO,7674832.943449428
344,2015,PJ - Outras atividades de serviços,ESPÍRITO SANTO,15692676.501978343
345,2015,PJ - Saúde humana e serviços sociais,ESPÍRITO SANTO,15245410.65846236
346,2015,PJ - Serviços domésticos,ESPÍRITO SANTO,12865.11424204283
347,2015,"PJ - Transporte, armazenagem e correio",ESPÍRITO SANTO,360015913.7834415
348,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",ESPÍRITO SANTO,8589229.019532915
349,2015,"PJ - Administração pública, defesa e seguridade social",GOIÁS,4227852.882515604
350,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",GOIÁS,39391413.42399272
351,2015,PJ - Alojamento e alimentação,GOIÁS,128276368.93615969
352,2015,"PJ - Artes, cultura, esporte e recreação",GOIÁS,21822132.014319804
353,2015,PJ - Atividades administrativas e serviços complementares,GOIÁS,163808345.1543986
354,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",GOIÁS,9365708.95578675
355,2015,PJ - Atividades imobiliárias,GOIÁS,34697509.3026475
356,2015,"PJ - Atividades profissionais, científicas e técnicas",GOIÁS,55090049.94593089
357,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,GOIÁS,1602529472.0691743
358,2015,PJ - Construção,GOIÁS,680069656.2118742
359,2015,PJ - Educação,GOIÁS,44522378.5316554
360,2015,PJ - Eletricidade e gás,GOIÁS,0.0
361,2015,PJ - Indústrias de transformação,GOIÁS,985299735.4950895
362,2015,PJ - Indústrias extrativas,GOIÁS,13101913.269822752
363,2015,PJ - Informação e comunicação,GOIÁS,20566063.385104313
364,2015,PJ - Outras atividades de serviços,GOIÁS,23914017.804264627
365,2015,PJ - Saúde humana e serviços sociais,GOIÁS,48762165.77412342
366,2015,PJ - Serviços domésticos,GOIÁS,963176.8849615504
367,2015,"PJ - Transporte, armazenagem e correio",GOIÁS,484548360.1152132
368,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",GOIÁS,50155795.71571985
369,2015,"PJ - Administração pública, defesa e seguridade social",MARANHÃO,5788033.99034053
370,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",MARANHÃO,127595895.39512862
371,2015,PJ - Alojamento e alimentação,MARANHÃO,41182212.10536725
372,2015,"PJ - Artes, cultura, esporte e recreação",MARANHÃO,5896672.041810235
373,2015,PJ - Atividades administrativas e serviços complementares,MARANHÃO,81668910.85596521
374,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",MARANHÃO,2922041.5623997375
375,2015,PJ - Atividades imobiliárias,MARANHÃO,10287463.822424222
376,2015,"PJ - Atividades profissionais, científicas e técnicas",MARANHÃO,19516337.434083246
377,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,MARANHÃO,765180203.141314
378,2015,PJ - Construção,MARANHÃO,181598786.20248765
379,2015,PJ - Educação,MARANHÃO,17004951.53086779
380,2015,PJ - Eletricidade e gás,MARANHÃO,1208208559.9488227
381,2015,PJ - Indústrias de transformação,MARANHÃO,180470211.48801184
382,2015,PJ - Indústrias extrativas,MARANHÃO,2894600.2016269527
383,2015,PJ - Informação e comunicação,MARANHÃO,7006072.375940032
384,2015,PJ - Outras atividades de serviços,MARANHÃO,12273288.84786441
385,2015,PJ - Saúde humana e serviços sociais,MARANHÃO,19602311.81713542
386,2015,PJ - Serviços domésticos,MARANHÃO,8343.539978275114
387,2015,"PJ - Transporte, armazenagem e correio",MARANHÃO,70084374.40976396
388,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",MARANHÃO,8000934.00777389
389,2015,"PJ - Administração pública, defesa e seguridade social",MINAS GERAIS,15625067.847979069
390,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",MINAS GERAIS,129136856.37185696
391,2015,PJ - Alojamento e alimentação,MINAS GERAIS,330953945.44691074
392,2015,"PJ - Artes, cultura, esporte e recreação",MINAS GERAIS,47207656.116867654
393,2015,PJ - Atividades administrativas e serviços complementares,MINAS GERAIS,540337765.2191789
394,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",MINAS GERAIS,219787089.28500932
395,2015,PJ - Atividades imobiliárias,MINAS GERAIS,192296362.79857805
396,2015,"PJ - Atividades profissionais, científicas e técnicas",MINAS GERAIS,584497451.6380794
397,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,MINAS GERAIS,4530772995.113715
398,2015,PJ - Construção,MINAS GERAIS,2426928832.4032364
399,2015,PJ - Educação,MINAS GERAIS,107720434.9330701
400,2015,PJ - Eletricidade e gás,MINAS GERAIS,203373167.73269182
401,2015,PJ - Indústrias de transformação,MINAS GERAIS,3592765416.717936
402,2015,PJ - Indústrias extrativas,MINAS GERAIS,164612184.43814182
403,2015,PJ - Informação e comunicação,MINAS GERAIS,137129636.8272587
404,2015,PJ - Outras atividades de serviços,MINAS GERAIS,88411036.34023777
405,2015,PJ - Saúde humana e serviços sociais,MINAS GERAIS,90031525.42086141
406,2015,PJ - Serviços domésticos,MINAS GERAIS,10745.510194834304
407,2015,"PJ - Transporte, armazenagem e correio",MINAS GERAIS,1372991049.060221
408,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",MINAS GERAIS,53125588.591457635
409,2015,"PJ - Administração pública, defesa e seguridade social",MATO GROSSO DO SUL,252736.60232473532
410,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO DO SUL,381008061.3235156
411,2015,PJ - Alojamento e alimentação,MATO GROSSO DO SUL,45932754.61935688
412,2015,"PJ - Artes, cultura, esporte e recreação",MATO GROSSO DO SUL,3206568.589611366
413,2015,PJ - Atividades administrativas e serviços complementares,MATO GROSSO DO SUL,46894537.54959275
414,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO DO SUL,3731553.779744474
415,2015,PJ - Atividades imobiliárias,MATO GROSSO DO SUL,7272042.63401807
416,2015,"PJ - Atividades profissionais, científicas e técnicas",MATO GROSSO DO SUL,53025441.45829891
417,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO DO SUL,583669072.9848793
418,2015,PJ - Construção,MATO GROSSO DO SUL,113847953.31812924
419,2015,PJ - Educação,MATO GROSSO DO SUL,8897333.869057382
420,2015,PJ - Eletricidade e gás,MATO GROSSO DO SUL,161455.22788906514
421,2015,PJ - Indústrias de transformação,MATO GROSSO DO SUL,560012737.6958131
422,2015,PJ - Indústrias extrativas,MATO GROSSO DO SUL,6811716.474120831
423,2015,PJ - Informação e comunicação,MATO GROSSO DO SUL,13122156.071321253
424,2015,PJ - Outras atividades de serviços,MATO GROSSO DO SUL,24075604.846620053
425,2015,PJ - Saúde humana e serviços sociais,MATO GROSSO DO SUL,21439370.503224764
426,2015,PJ - Serviços domésticos,MATO GROSSO DO SUL,20063.067546122278
427,2015,"PJ - Transporte, armazenagem e correio",MATO GROSSO DO SUL,145417580.04378015
428,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO DO SUL,7300604.0190903125
429,2015,"PJ - Administração pública, defesa e seguridade social",MATO GROSSO,879.8846855063967
430,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",MATO GROSSO,415375966.9424227
431,2015,PJ - Alojamento e alimentação,MATO GROSSO,78653178.05535397
432,2015,"PJ - Artes, cultura, esporte e recreação",MATO GROSSO,7438992.911360047
433,2015,PJ - Atividades administrativas e serviços complementares,MATO GROSSO,53591367.14369461
434,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",MATO GROSSO,27021586.92044743
435,2015,PJ - Atividades imobiliárias,MATO GROSSO,30183048.188248217
436,2015,"PJ - Atividades profissionais, científicas e técnicas",MATO GROSSO,27066675.903685987
437,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,MATO GROSSO,1456415165.7734182
438,2015,PJ - Construção,MATO GROSSO,385990338.34171695
439,2015,PJ - Educação,MATO GROSSO,14730937.98297993
440,2015,PJ - Eletricidade e gás,MATO GROSSO,6105159.423975654
441,2015,PJ - Indústrias de transformação,MATO GROSSO,461076232.91170007
442,2015,PJ - Indústrias extrativas,MATO GROSSO,28449843.450746402
443,2015,PJ - Informação e comunicação,MATO GROSSO,21041645.291438673
444,2015,PJ - Outras atividades de serviços,MATO GROSSO,12027421.045395875
445,2015,PJ - Saúde humana e serviços sociais,MATO GROSSO,18729811.75564968
446,2015,PJ - Serviços domésticos,MATO GROSSO,5757.546178144074
447,2015,"PJ - Transporte, armazenagem e correio",MATO GROSSO,412321196.63219404
448,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",MATO GROSSO,5946828.052230766
449,2015,"PJ - Administração pública, defesa e seguridade social",PARÁ,9847942.054887066
450,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PARÁ,26499658.45133832
451,2015,PJ - Alojamento e alimentação,PARÁ,53596373.557909414
452,2015,"PJ - Artes, cultura, esporte e recreação",PARÁ,7982885.344657918
453,2015,PJ - Atividades administrativas e serviços complementares,PARÁ,147857477.01062277
454,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",PARÁ,7903244.482464568
455,2015,PJ - Atividades imobiliárias,PARÁ,21489762.09253612
456,2015,"PJ - Atividades profissionais, científicas e técnicas",PARÁ,32043281.678623743
457,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,PARÁ,872569160.2683161
458,2015,PJ - Construção,PARÁ,309340089.02816945
459,2015,PJ - Educação,PARÁ,22592220.288468223
460,2015,PJ - Eletricidade e gás,PARÁ,436740.6034909824
461,2015,PJ - Indústrias de transformação,PARÁ,612528165.1914577
462,2015,PJ - Indústrias extrativas,PARÁ,6921466.16198662
463,2015,PJ - Informação e comunicação,PARÁ,24196631.049993448
464,2015,PJ - Outras atividades de serviços,PARÁ,13526800.490116728
465,2015,PJ - Saúde humana e serviços sociais,PARÁ,23625616.10787717
466,2015,"PJ - Transporte, armazenagem e correio",PARÁ,137090534.27152368
467,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",PARÁ,5795606.959469119
468,2015,"PJ - Administração pública, defesa e seguridade social",PARAÍBA,44794.67307751992
469,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PARAÍBA,34596189.04306338
470,2015,PJ - Alojamento e alimentação,PARAÍBA,35534142.17900686
471,2015,"PJ - Artes, cultura, esporte e recreação",PARAÍBA,2941817.256549019
472,2015,PJ - Atividades administrativas e serviços complementares,PARAÍBA,32418987.28858823
473,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",PARAÍBA,1412940.0114288423
474,2015,PJ - Atividades imobiliárias,PARAÍBA,10036078.62933808
475,2015,"PJ - Atividades profissionais, científicas e técnicas",PARAÍBA,13862720.169419808
476,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,PARAÍBA,360265545.07549965
477,2015,PJ - Construção,PARAÍBA,153601912.00278148
478,2015,PJ - Educação,PARAÍBA,6902199.100092244
479,2015,PJ - Eletricidade e gás,PARAÍBA,0.0
480,2015,PJ - Indústrias de transformação,PARAÍBA,106409729.6221592
481,2015,PJ - Indústrias extrativas,PARAÍBA,3429549.3598551676
482,2015,PJ - Informação e comunicação,PARAÍBA,22201374.60858961
483,2015,PJ - Outras atividades de serviços,PARAÍBA,7606174.35038898
484,2015,PJ - Saúde humana e serviços sociais,PARAÍBA,5004024.300201731
485,2015,PJ - Serviços domésticos,PARAÍBA,7227.86909634815
486,2015,"PJ - Transporte, armazenagem e correio",PARAÍBA,21187259.262152486
487,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",PARAÍBA,3132775.62694317
488,2015,"PJ - Administração pública, defesa e seguridade social",PERNAMBUCO,2668272.6898293043
489,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PERNAMBUCO,60210363.16579555
490,2015,PJ - Alojamento e alimentação,PERNAMBUCO,87826014.9230501
491,2015,"PJ - Artes, cultura, esporte e recreação",PERNAMBUCO,10357910.649508776
492,2015,PJ - Atividades administrativas e serviços complementares,PERNAMBUCO,249408152.84266838
493,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",PERNAMBUCO,17846636.412726644
494,2015,PJ - Atividades imobiliárias,PERNAMBUCO,29134387.835834168
495,2015,"PJ - Atividades profissionais, científicas e técnicas",PERNAMBUCO,56913507.42344391
496,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,PERNAMBUCO,1207919405.8766384
497,2015,PJ - Construção,PERNAMBUCO,227507146.63009173
498,2015,PJ - Educação,PERNAMBUCO,19565613.878749955
499,2015,PJ - Eletricidade e gás,PERNAMBUCO,12116.246693679093
500,2015,PJ - Indústrias de transformação,PERNAMBUCO,1049873039.3172944
501,2015,PJ - Indústrias extrativas,PERNAMBUCO,13325389.612068864
502,2015,PJ - Informação e comunicação,PERNAMBUCO,29496393.783010453
503,2015,PJ - Outras atividades de serviços,PERNAMBUCO,36952972.90653988
504,2015,PJ - Saúde humana e serviços sociais,PERNAMBUCO,18769944.06207007
505,2015,PJ - Serviços domésticos,PERNAMBUCO,16320.97827269906
506,2015,"PJ - Transporte, armazenagem e correio",PERNAMBUCO,359730442.6387025
507,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",PERNAMBUCO,7841071.046333667
508,2015,"PJ - Administração pública, defesa e seguridade social",PIAUÍ,719145.7462938378
509,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PIAUÍ,4132049.5989378947
510,2015,PJ - Alojamento e alimentação,PIAUÍ,15917231.949588433
511,2015,"PJ - Artes, cultura, esporte e recreação",PIAUÍ,2946716.637289562
512,2015,PJ - Atividades administrativas e serviços complementares,PIAUÍ,34949147.26504242
513,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",PIAUÍ,1067974.23348012
514,2015,PJ - Atividades imobiliárias,PIAUÍ,643455.2836054692
515,2015,"PJ - Atividades profissionais, científicas e técnicas",PIAUÍ,11288508.407467326
516,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,PIAUÍ,252454713.9788386
517,2015,PJ - Construção,PIAUÍ,89899513.05738853
518,2015,PJ - Educação,PIAUÍ,6699693.090363116
519,2015,PJ - Eletricidade e gás,PIAUÍ,0.0
520,2015,PJ - Indústrias de transformação,PIAUÍ,98242630.62659039
521,2015,PJ - Indústrias extrativas,PIAUÍ,965888.9205645021
522,2015,PJ - Informação e comunicação,PIAUÍ,1380737.3832826994
523,2015,PJ - Outras atividades de serviços,PIAUÍ,26741489.91815873
524,2015,PJ - Saúde humana e serviços sociais,PIAUÍ,10164714.271678505
525,2015,"PJ - Transporte, armazenagem e correio",PIAUÍ,24034088.759394806
526,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",PIAUÍ,1854591.6526135383
527,2015,"PJ - Administração pública, defesa e seguridade social",PARANÁ,2330005.7370940377
528,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",PARANÁ,184983378.457357
529,2015,PJ - Alojamento e alimentação,PARANÁ,218580433.84242144
530,2015,"PJ - Artes, cultura, esporte e recreação",PARANÁ,24059325.106214527
531,2015,PJ - Atividades administrativas e serviços complementares,PARANÁ,294020833.51685333
532,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",PARANÁ,21581487.4358271
533,2015,PJ - Atividades imobiliárias,PARANÁ,59599281.5693467
534,2015,"PJ - Atividades profissionais, científicas e técnicas",PARANÁ,163019768.82494864
535,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,PARANÁ,2733403600.657652
536,2015,PJ - Construção,PARANÁ,912031454.5375801
537,2015,PJ - Educação,PARANÁ,46182287.48909635
538,2015,PJ - Eletricidade e gás,PARANÁ,679528.5464416015
539,2015,PJ - Indústrias de transformação,PARANÁ,3775330772.3933697
540,2015,PJ - Indústrias extrativas,PARANÁ,41391940.0042236
541,2015,PJ - Informação e comunicação,PARANÁ,80555238.30431135
542,2015,PJ - Outras atividades de serviços,PARANÁ,53660331.44872392
543,2015,PJ - Saúde humana e serviços sociais,PARANÁ,129105700.49345511
544,2015,PJ - Serviços domésticos,PARANÁ,93603.67551674196
545,2015,"PJ - Transporte, armazenagem e correio",PARANÁ,1279484436.9580464
546,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",PARANÁ,35324106.39944619
547,2015,"PJ - Administração pública, defesa e seguridade social",RIO DE JANEIRO,548785.4194580847
548,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",RIO DE JANEIRO,6540039.762720956
549,2015,PJ - Alojamento e alimentação,RIO DE JANEIRO,396166287.34885204
550,2015,"PJ - Artes, cultura, esporte e recreação",RIO DE JANEIRO,102100024.51675661
551,2015,PJ - Atividades administrativas e serviços complementares,RIO DE JANEIRO,632672846.0168469
552,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",RIO DE JANEIRO,4674563198.731138
553,2015,PJ - Atividades imobiliárias,RIO DE JANEIRO,83938463.61796889
554,2015,"PJ - Atividades profissionais, científicas e técnicas",RIO DE JANEIRO,305053545.5551743
555,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,RIO DE JANEIRO,3754645917.941943
556,2015,PJ - Construção,RIO DE JANEIRO,1278687276.0241022
557,2015,PJ - Educação,RIO DE JANEIRO,201978212.23127005
558,2015,PJ - Eletricidade e gás,RIO DE JANEIRO,805470052.3908024
559,2015,PJ - Indústrias de transformação,RIO DE JANEIRO,5859127707.618908
560,2015,PJ - Indústrias extrativas,RIO DE JANEIRO,31176002.034514982
561,2015,PJ - Informação e comunicação,RIO DE JANEIRO,166200732.2391905
562,2015,PJ - Organismos internacionais e outras instituições extraterritoriais,RIO DE JANEIRO,0.0
563,2015,PJ - Outras atividades de serviços,RIO DE JANEIRO,115485978.58648713
564,2015,PJ - Saúde humana e serviços sociais,RIO DE JANEIRO,155682030.87190974
565,2015,PJ - Serviços domésticos,RIO DE JANEIRO,222809.37635504673
566,2015,"PJ - Transporte, armazenagem e correio",RIO DE JANEIRO,3502540255.9895105
567,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",RIO DE JANEIRO,29387659.398224592
568,2015,"PJ - Administração pública, defesa e seguridade social",RIO GRANDE DO NORTE,0.0
569,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",RIO GRANDE DO NORTE,8788126.986976791
570,2015,PJ - Alojamento e alimentação,RIO GRANDE DO NORTE,46006413.58287665
571,2015,"PJ - Artes, cultura, esporte e recreação",RIO GRANDE DO NORTE,8580666.341592297
572,2015,PJ - Atividades administrativas e serviços complementares,RIO GRANDE DO NORTE,47209213.77922842
573,2015,"PJ - Atividades financeiras, de seguros e serviços relacionados",RIO GRANDE DO NORTE,1718393.5339970344
574,2015,PJ - Atividades imobiliárias,RIO GRANDE DO NORTE,14666627.050734162
575,2015,"PJ - Atividades profissionais, científicas e técnicas",RIO GRANDE DO NORTE,9761949.5086753
576,2015,PJ - Comércio; reparação de veículos automotores e motocicletas,RIO GRANDE DO NORTE,427020162.8457297
577,2015,PJ - Construção,RIO GRANDE DO NORTE,175800443.8456695
578,2015,PJ - Educação,RIO GRANDE DO NORTE,8660372.808033725
579,2015,PJ - Eletricidade e gás,RIO GRANDE DO NORTE,882130.4110893479
580,2015,PJ - Indústrias de transformação,RIO GRANDE DO NORTE,116574100.78712851
581,2015,PJ - Indústrias extrativas,RIO GRANDE DO NORTE,27183704.601344183
582,2015,PJ - Informação e comunicação,RIO GRANDE DO NORTE,7931999.937468534
583,2015,PJ - Outras atividades de serviços,RIO GRANDE DO NORTE,19458039.00200645
584,2015,PJ - Saúde humana e serviços sociais,RIO GRANDE DO NORTE,26640791.272379734
585,2015,PJ - Serviços domésticos,RIO GRANDE DO NORTE,0.0
586,2015,"PJ - Transporte, armazenagem e correio",RIO GRANDE DO NORTE,48447068.490874164
587,2015,"PJ - Água, esgoto, atividades de gestão de resíduos e descontaminação",RIO GRANDE DO NORTE,5185240.615168799
588,2015,"PJ - Administração pública, defesa e seguridade social",RONDÔNIA,700979.9076759543
589,2015,"PJ - Agricultura, pecuária, produção florestal, pesca e aqüicultura",RONDÔNIA,2583171.2546984376
590,2015,PJ - Alojamento e alimentação,RONDÔNIA,13999309.601270044
